frame,track_id,cx,cy
234,1,1148.4560546875,497.8995056152344
235,1,1158.2211303710938,495.373779296875
236,1,1165.7236328125,492.8033905029297
237,1,1257.3040771484375,465.6992950439453
266,1,1117.9420166015625,468.788330078125
268,1,924.719970703125,477.89892578125
269,1,884.8694458007812,477.5840759277344
270,1,727.399658203125,476.7984161376953
271,1,614.0318908691406,481.3898468017578
272,1,613.96044921875,485.7113800048828
273,1,652.707763671875,503.29949951171875
274,1,982.9752502441406,508.6943359375
275,1,1014.068359375,506.0527648925781
276,1,1168.685546875,500.9053649902344
277,1,1180.3098754882812,500.65972900390625
278,1,1229.1279296875,502.9256286621094
279,1,1252.1065063476562,505.0082702636719
281,1,1225.0033569335938,575.0528869628906
282,1,1213.6350708007812,578.84375
283,1,1118.02294921875,601.9959106445312
284,1,1024.6275634765625,608.198974609375
285,1,765.60693359375,592.657958984375
286,1,725.1040954589844,586.2829284667969
287,1,710.4659118652344,582.414794921875
288,1,388.7407531738281,507.5847473144531
289,1,261.0902633666992,471.8295440673828
291,1,176.23506927490234,435.5615234375
293,1,501.0320739746094,426.8228454589844
294,1,834.5928344726562,407.4295654296875
295,1,912.6643676757812,405.0780487060547
296,1,933.7423706054688,403.8523864746094
298,1,1052.6476745605469,400.7517852783203
311,1,1110.46337890625,491.7499237060547
312,1,1044.0760498046875,486.4667205810547
313,1,987.0606689453125,480.386474609375
314,1,951.8785705566406,480.7435607910156
315,1,512.5887298583984,484.3625030517578
319,1,20.353946685791016,367.8948516845703
323,1,972.3469848632812,616.6721801757812
324,1,1159.2619018554688,670.1802368164062
324,2,1124.6106567382812,669.81787109375
336,1,1178.9674682617188,546.9087829589844
337,1,1138.0582275390625,544.9981384277344
338,1,1000.0651245117188,543.717529296875
339,1,973.4022521972656,543.1067199707031
339,2,993.3876342773438,541.6956481933594
340,1,935.3238220214844,543.39892578125
341,1,900.9459838867188,543.8838500976562
342,1,879.3489685058594,543.68115234375
343,1,839.0245666503906,545.5266418457031
344,1,723.4477844238281,548.56640625
345,1,702.1720581054688,547.5495300292969
348,1,370.5777282714844,521.0378723144531
349,1,310.8494110107422,514.8988647460938
350,1,291.9204406738281,513.2875366210938
351,1,253.58128356933594,509.3644714355469
352,1,275.3273620605469,514.8161926269531
353,1,283.59239196777344,519.6544494628906
354,1,400.6438446044922,549.6904602050781
367,1,1111.9598388671875,580.1455993652344
368,1,1085.54052734375,578.8954162597656
369,1,947.8297424316406,570.9539794921875
370,1,895.80615234375,570.36474609375
371,1,856.74169921875,570.65771484375
372,1,830.9261779785156,569.7973022460938
373,1,692.2256774902344,567.463134765625
374,1,676.11474609375,564.8422241210938
375,1,666.9723205566406,562.6903686523438
376,1,678.8126831054688,559.1708984375
377,1,697.9190979003906,558.9435119628906
378,1,706.041748046875,558.2370300292969
379,1,709.5535278320312,559.1519775390625
380,1,725.5935668945312,561.4304504394531
381,1,731.4227905273438,562.8669738769531
382,1,746.0753479003906,563.1445007324219
383,1,771.630859375,565.5806274414062
384,1,810.2890625,568.1060485839844
385,1,851.7265625,569.5447387695312
386,1,863.4600219726562,570.0601196289062
387,1,925.3203735351562,570.396240234375
388,1,1142.8504028320312,572.3216857910156
389,1,1162.8974609375,572.9483642578125
390,1,1241.5751953125,574.4914245605469
416,1,1083.69287109375,587.1958923339844
417,1,952.8135681152344,569.1351318359375
418,1,839.8377380371094,554.6115417480469
419,1,691.9169921875,534.5359497070312
420,1,568.5887756347656,512.4032897949219
421,1,583.249267578125,516.7744750976562
427,1,921.9383239746094,537.1896057128906
428,1,1005.5868530273438,533.5563354492188
429,1,1066.3160400390625,529.6852111816406
430,1,1078.6897583007812,529.010986328125
431,1,1107.1095581054688,525.9602355957031
432,1,1155.89501953125,523.5779113769531
433,1,1177.4935302734375,520.9523315429688
434,1,1201.7376098632812,517.9618072509766
435,1,1216.73828125,516.369140625
436,1,1233.813232421875,514.1457214355469
454,1,1152.61669921875,496.9294738769531
455,1,831.8612365722656,537.9036865234375
456,1,779.3821716308594,544.01953125
457,1,750.9146118164062,548.7587890625
458,1,617.19580078125,564.514892578125
459,1,535.6892700195312,574.0833435058594
460,1,524.8102416992188,576.5753479003906
461,1,512.2794342041016,575.6905822753906
462,1,503.3225402832031,574.646728515625
463,1,495.0311584472656,581.3268432617188
464,1,487.7865905761719,581.4886169433594
465,1,494.2403259277344,585.6073303222656
466,1,498.6961364746094,589.9736328125
467,1,531.7721252441406,606.6598815917969
486,1,1188.8036499023438,517.6188659667969
487,1,1111.0700073242188,516.8895874023438
488,1,1061.5680541992188,515.6534576416016
489,1,960.25341796875,505.6521301269531
490,1,940.52587890625,504.62646484375
491,1,929.9519958496094,503.0708923339844
492,1,852.9549865722656,493.7079772949219
493,1,779.0910034179688,472.18896484375
494,1,756.64404296875,461.0545959472656
495,1,749.5355529785156,458.0481872558594
496,1,735.06396484375,445.3732604980469
497,1,712.7985229492188,427.9520721435547
498,1,694.5472717285156,417.0055389404297
499,1,681.8583374023438,415.8154602050781
500,1,680.7782287597656,416.8090515136719
501,1,681.0164489746094,418.9447784423828
502,1,683.3863220214844,428.6838684082031
502,2,690.086669921875,428.4559631347656
503,1,687.8470764160156,435.0919952392578
504,1,687.443603515625,438.73095703125
505,1,701.9767150878906,459.382080078125
506,1,716.418212890625,472.9654541015625
507,1,749.8392639160156,498.2154846191406
508,1,804.5818481445312,529.8409271240234
509,1,856.2562561035156,548.9085998535156
510,1,884.0037231445312,554.1394958496094
511,1,907.7604370117188,558.0599365234375
512,1,1068.5681762695312,586.8255615234375
513,1,1105.2363891601562,593.118408203125
514,1,1210.8490600585938,595.798095703125
515,1,1214.40869140625,597.0795288085938
516,1,1216.9960327148438,604.9567565917969
517,1,1180.5195922851562,611.022705078125
518,1,1057.02294921875,630.9521789550781
519,1,892.9821166992188,657.7408447265625
526,1,777.4849548339844,691.741943359375
527,1,820.6983032226562,678.5975036621094
528,1,850.1572265625,670.4404296875
529,1,892.194580078125,663.08837890625
530,1,910.0747985839844,660.4642028808594
531,1,1026.0868530273438,638.229736328125
533,1,1165.8740234375,615.762451171875
547,1,1225.5054931640625,509.9782409667969
548,1,1139.7268676757812,526.7965393066406
549,1,1075.61767578125,537.8585510253906
550,1,926.380859375,556.0484008789062
551,1,902.5130920410156,557.0069885253906
552,1,737.8453979492188,567.1124572753906
553,1,705.1650695800781,568.1725769042969
554,1,679.5011901855469,569.2745971679688
555,1,650.5482482910156,570.1209106445312
556,1,642.283447265625,570.9889526367188
557,1,623.3777770996094,572.2235412597656
558,1,595.1974182128906,573.3622436523438
559,1,594.8290710449219,572.1011657714844
560,1,600.2981872558594,569.779296875
561,1,635.677734375,568.73779296875
562,1,650.0345764160156,568.5665893554688
563,1,806.4137573242188,593.5254821777344
564,1,895.0498046875,618.4321899414062
565,1,922.3881225585938,626.9441528320312
565,2,936.5407104492188,627.7601623535156
567,1,965.4130859375,642.5826110839844
568,1,1056.9416198730469,694.1097717285156
568,2,1045.1213684082031,693.2496337890625
584,1,367.5993194580078,460.8184051513672
585,1,497.1905822753906,431.2141876220703
586,1,673.4421081542969,419.8775329589844
587,1,779.8477478027344,438.4580841064453
588,1,823.017578125,448.11328125
589,1,1112.7817993164062,534.0754089355469
590,1,1250.2119140625,571.3302307128906
601,1,1237.163818359375,421.4058380126953
602,1,1216.3193359375,422.945556640625
603,1,1153.2379760742188,429.7501678466797
604,1,1106.9300537109375,433.50830078125
605,1,953.4967346191406,454.44189453125
606,1,752.3310546875,486.9789581298828
607,1,656.623291015625,496.5854797363281
608,1,637.6370544433594,496.5955505371094
609,1,337.4420928955078,472.75390625
610,1,345.7053985595703,482.7442626953125
611,1,349.923095703125,487.474365234375
612,1,372.6500701904297,493.58660888671875
613,1,438.8433380126953,499.1507263183594
614,1,521.9239654541016,502.08538818359375
621,1,1078.4788818359375,446.189453125
622,1,1063.1982421875,446.0635681152344
623,1,1016.3235473632812,440.1951599121094
624,1,945.41015625,437.0277099609375
625,1,927.07275390625,435.2171325683594
626,1,895.6982421875,432.7735595703125
627,1,812.1045837402344,435.016845703125
628,1,802.197998046875,435.1101837158203
629,1,789.9886169433594,435.8446502685547
630,1,759.7538146972656,438.6813049316406
631,1,742.1876525878906,434.6756591796875
632,1,731.06591796875,422.4613800048828
633,1,728.2586059570312,403.139404296875
642,1,799.906982421875,434.2034912109375
704,1,403.6903839111328,359.0286865234375
705,1,398.4041290283203,279.6466827392578
706,1,391.0791778564453,237.67282104492188
707,1,388.2412567138672,139.84571075439453
708,1,400.5321807861328,114.59521484375
709,1,407.8912658691406,137.33388900756836
710,1,421.8623962402344,194.7102508544922
713,1,463.5107727050781,330.8888854980469
715,1,486.40521240234375,403.8514099121094
716,1,500.6582336425781,433.8359375
717,1,592.0888366699219,608.5202026367188
719,1,614.315673828125,631.3119201660156
720,1,654.13525390625,686.3658752441406
721,1,664.8375244140625,665.1770629882812
722,1,672.1412353515625,629.9303283691406
723,1,679.6752319335938,602.55615234375
724,1,686.9407653808594,472.3671875
725,1,686.581787109375,463.1994171142578
726,1,688.9087829589844,438.5235137939453
727,1,689.7566833496094,431.0167694091797
728,1,690.857421875,412.7057342529297
729,1,692.01953125,407.409423828125
730,1,693.1679077148438,394.2574005126953
731,1,696.177734375,392.1007080078125
732,1,681.878662109375,467.7558135986328
733,1,706.4844665527344,468.3290557861328
734,1,875.77783203125,340.4333953857422
735,1,945.4703674316406,273.5504150390625
741,1,823.6107788085938,393.9539337158203
741,2,779.45263671875,394.7181396484375
742,1,770.4414978027344,420.43212890625
743,1,761.7282104492188,429.9554443359375
744,1,761.90771484375,456.3993682861328
745,1,698.2835388183594,485.3016815185547
746,1,695.7182312011719,489.9996032714844
747,1,680.101806640625,496.6770935058594
748,1,664.208984375,499.9541320800781
749,1,626.7433471679688,490.9611358642578
750,1,629.09228515625,485.7530059814453
751,1,633.9202270507812,484.0437774658203
752,1,632.2998962402344,482.3388671875
753,1,642.0038146972656,478.2146453857422
754,1,699.705322265625,463.7050018310547
755,1,746.3381958007812,451.6124267578125
756,1,798.19384765625,438.1844787597656
756,2,807.9563903808594,438.7194061279297
757,1,812.4337768554688,437.108642578125
758,1,835.602783203125,433.95703125
759,1,905.771484375,428.2406463623047
760,1,1001.3257446289062,430.42138671875
761,1,1052.3788452148438,430.5017547607422
762,1,1074.9422607421875,433.7916259765625
764,1,1128.5767822265625,439.0435791015625
765,1,1169.201416015625,441.8525390625
770,1,1254.3219604492188,404.3537139892578
771,1,1223.3961181640625,399.6136474609375
773,1,1115.1970825195312,419.4473114013672
774,1,1033.5466003417969,431.9612731933594
776,1,907.0868225097656,452.8018341064453
777,1,898.4793395996094,453.3516082763672
778,1,880.0711059570312,454.6749725341797
779,1,873.7940368652344,455.489501953125
780,1,857.502197265625,456.583740234375
781,1,848.0686950683594,456.209228515625
782,1,836.875,455.9562072753906
783,1,838.4999084472656,455.5908508300781
784,1,854.0480041503906,458.9269714355469
785,1,866.518310546875,459.9525146484375
786,1,872.31640625,462.4349822998047
787,1,888.8533630371094,463.7924346923828
788,1,959.5459899902344,466.1485900878906
789,1,1004.8141479492188,471.4716796875
790,1,1012.4497680664062,472.7328643798828
791,1,1102.8021240234375,483.3226013183594
792,1,1166.3557739257812,488.844970703125
793,1,1188.7272338867188,489.0890350341797
794,1,1256.1936645507812,496.5562438964844
829,1,1109.1580810546875,498.9540100097656
830,1,1004.6771850585938,476.74658203125
831,1,693.2229614257812,385.685791015625
832,1,620.5621643066406,356.6703338623047
833,1,600.2737731933594,352.3430938720703
834,1,555.1560974121094,335.7947692871094
834,2,549.2164916992188,333.7919464111328
845,1,567.6592712402344,531.0274963378906
846,1,618.3921508789062,527.7311096191406
847,1,711.30419921875,524.8006286621094
848,1,870.0738830566406,524.8052062988281
849,1,992.2804260253906,518.9522552490234
850,1,1056.4480590820312,517.0675201416016
851,1,1122.9180908203125,515.7958984375
852,1,1201.3026123046875,516.3844909667969
860,1,1002.14306640625,550.7682189941406
861,1,699.5176696777344,558.5787658691406
862,1,669.9071350097656,562.077880859375
863,1,424.6627960205078,632.19140625
864,1,334.7310791015625,699.8135986328125
870,1,580.380615234375,553.2826538085938
871,1,894.14794921875,452.84912109375
872,1,949.86865234375,446.5155792236328
873,1,969.4208984375,444.5571746826172
874,1,1043.9862670898438,442.4865417480469
875,1,1103.2117309570312,455.7390899658203
876,1,1124.241455078125,470.2421875
877,1,1128.3082885742188,474.9940948486328
878,1,1150.1971435546875,482.3855285644531
879,1,1137.8290405273438,491.3514099121094
880,1,1133.4840698242188,501.4982604980469
881,1,1129.3629150390625,505.9304504394531
882,1,1113.9951171875,507.80938720703125
883,1,1061.0043334960938,511.0124816894531
884,1,1048.3406066894531,509.766357421875
885,1,999.982421875,502.24932861328125
886,1,947.38818359375,493.1343688964844
887,1,828.05908203125,463.2576599121094
888,1,805.2542419433594,457.1786193847656
889,1,796.6534118652344,456.5955047607422
890,1,770.7120056152344,458.1923828125
891,1,766.12451171875,458.5926971435547
892,1,770.8704223632812,480.4259490966797
893,1,776.2760620117188,488.8085174560547
894,1,788.4071350097656,500.9151916503906
895,1,793.7792053222656,509.0425720214844
896,1,817.1668090820312,530.2040710449219
897,1,847.22265625,548.5928344726562
898,1,947.28369140625,560.7146911621094
899,1,1094.83740234375,541.62744140625
900,1,1146.46435546875,537.2217712402344
901,1,1188.6524658203125,532.9354858398438
902,1,1210.8074340820312,532.8270568847656
903,1,1258.9230346679688,529.270263671875
916,1,1207.0662841796875,517.9143371582031
917,1,1149.8392333984375,501.5522766113281
918,1,1142.9290161132812,498.137939453125
920,1,920.7844848632812,430.5382080078125
921,1,832.7472534179688,412.54931640625
922,1,757.7710876464844,400.9678955078125
923,1,715.96826171875,404.2174530029297
924,1,706.4366149902344,428.6235809326172
925,1,712.9326171875,441.9316864013672
926,1,715.3615112304688,445.6092071533203
927,1,780.74951171875,461.9827423095703
928,1,796.3603515625,461.8321533203125
929,1,867.0563354492188,468.7662658691406
930,1,896.4667358398438,471.0454559326172
932,1,1041.9633178710938,476.8534698486328
933,1,1160.667236328125,470.5366973876953
934,1,1178.5366821289062,469.2200012207031
942,1,1059.454833984375,490.5234375
943,1,937.8802185058594,463.2474365234375
944,1,858.899169921875,447.3951721191406
944,2,870.6449279785156,448.297119140625
945,1,797.7861328125,435.0658416748047
946,1,782.8206176757812,432.1999053955078
947,1,700.2529296875,421.3715057373047
948,1,657.2814025878906,417.4933624267578
949,1,618.8966369628906,416.4562530517578
950,1,576.7911071777344,422.4002685546875
951,1,491.3915710449219,460.1829833984375
952,1,489.1634521484375,467.656982421875
953,1,489.1421203613281,470.717041015625
954,1,509.8418273925781,477.2767028808594
955,1,517.9679870605469,477.2356872558594
956,1,581.6165771484375,479.779296875
957,1,688.4972229003906,476.3900604248047
958,1,800.2464904785156,466.30517578125
959,1,895.5155639648438,450.1096954345703
960,1,933.2674255371094,440.2225036621094
961,1,942.30517578125,438.1472625732422
962,1,958.1923828125,426.7688293457031
963,1,963.4078674316406,423.2998962402344
964,1,968.5862426757812,410.0872039794922
965,1,941.852783203125,391.9703674316406
966,1,840.759033203125,404.91357421875
967,1,831.3194274902344,407.7937469482422
968,1,798.1394653320312,417.812744140625
969,1,755.388916015625,443.0985107421875
970,1,746.6058654785156,445.0187072753906
971,1,743.4027709960938,448.734375
972,1,732.1915893554688,463.9599609375
973,1,729.8326110839844,467.8067932128906
974,1,733.5428771972656,473.3046112060547
975,1,739.33544921875,475.7836608886719
976,1,750.892578125,477.4696807861328
977,1,815.2576293945312,479.4312286376953
978,1,828.4620056152344,480.7511444091797
979,1,845.2880249023438,483.6001892089844
980,1,925.7160034179688,509.8465881347656
982,1,1001.7749633789062,537.5706481933594
983,1,1020.2201538085938,542.8876953125
984,1,1052.1774291992188,546.6249084472656
985,1,1062.9716186523438,547.1966857910156
986,1,1078.6655883789062,547.4300842285156
987,1,1094.0216064453125,547.670654296875
988,1,1101.68896484375,547.386474609375
989,1,1161.60791015625,540.8227844238281
990,1,1180.2357177734375,535.0797119140625
991,1,1176.445068359375,532.6640625
992,1,1129.8621215820312,529.60595703125
993,1,941.0040588378906,530.0199279785156
994,1,707.1156616210938,485.3292999267578
995,1,606.2819519042969,470.9205627441406
996,1,368.9474792480469,463.7537536621094
997,1,174.57471466064453,479.087890625
998,1,118.32381439208984,484.4131622314453
999,1,107.82543182373047,484.52978515625
1000,1,94.47396850585938,486.3146514892578
1001,1,67.5317497253418,488.5601806640625
1002,1,68.89860725402832,486.2908172607422
1003,1,154.2178192138672,466.6630859375
1004,1,167.34297943115234,465.8529357910156
1005,1,214.6382064819336,457.81689453125
1006,1,245.0965118408203,458.4462432861328
1007,1,281.68763732910156,459.561767578125
1008,1,384.160400390625,469.2802276611328
1009,1,580.41845703125,491.2021179199219
1010,1,633.0660705566406,496.3136291503906
1011,1,756.38671875,515.2792053222656
1012,1,807.0086059570312,515.6767272949219
1013,1,808.6203002929688,520.184814453125
1014,1,861.71337890625,541.6864318847656
1015,1,917.655517578125,559.6976623535156
1016,1,961.77685546875,565.5736694335938
1018,1,999.3297729492188,563.8407592773438
1019,1,1078.082275390625,556.40185546875
1020,1,1101.7175903320312,554.5676879882812
1021,1,1107.9864501953125,554.0762939453125
1022,1,1123.1168823242188,554.185546875
1023,1,1174.572265625,555.7880859375
1024,1,1195.7028198242188,558.28955078125
1025,1,1211.3544921875,562.0850524902344
1026,1,1212.4190673828125,562.197509765625
1027,1,1191.4326171875,591.25439453125
1028,1,1181.6856689453125,594.972900390625
1029,1,1178.5016479492188,597.0047912597656
1030,1,1172.0279541015625,598.27783203125
1031,1,1077.8474731445312,597.9032592773438
1032,1,1035.9994506835938,590.781494140625
1033,1,1001.6983642578125,582.5216369628906
1034,1,891.6009216308594,563.3299255371094
1034,2,902.92919921875,564.8694458007812
1035,1,802.2185668945312,547.8780517578125
1036,1,765.5158081054688,539.7055053710938
1037,1,750.4188537597656,534.2681884765625
1038,1,665.086669921875,500.19403076171875
1039,1,658.2613525390625,495.5680847167969
1040,1,543.1429138183594,452.2916717529297
1041,1,513.2420501708984,472.9452362060547
1042,1,502.169921875,490.06689453125
1043,1,497.7937927246094,493.9425964355469
1044,1,500.2109680175781,521.7615814208984
1045,1,500.0407409667969,527.1127319335938
1046,1,510.0401306152344,548.1139221191406
1047,1,517.56494140625,553.1996154785156
1048,1,573.89599609375,596.9346313476562
1049,1,612.7022399902344,616.9559936523438
1052,1,905.6513671875,677.3296813964844
1053,1,1021.5957641601562,677.5518188476562
1054,1,1128.2575073242188,674.5374450683594
1054,2,1155.366943359375,675.49853515625
1066,1,1090.898681640625,434.0970916748047
1067,1,1032.7432250976562,427.1725158691406
1068,1,987.5848693847656,415.735107421875
1069,1,819.1563415527344,399.0074768066406
1070,1,786.6017150878906,394.6154327392578
1071,1,767.3172912597656,391.9541931152344
1072,1,749.849609375,389.1922149658203
1073,1,642.1509094238281,394.4018096923828
1074,1,630.7916564941406,405.97998046875
1075,1,656.9261169433594,444.9407653808594
1076,1,734.123046875,480.4078369140625
1077,1,865.5494079589844,512.4091796875
1078,1,1176.3438110351562,532.6279296875
1093,1,1165.8056640625,465.7667236328125
1094,1,1153.50927734375,465.8642578125
1095,1,1126.1027221679688,466.1779022216797
1096,1,1010.1682739257812,470.9945831298828
1097,1,795.17041015625,497.62261962890625
1098,1,748.961181640625,505.10296630859375
1099,1,730.323974609375,510.37628173828125
1100,1,728.5458068847656,513.3954010009766
1101,1,728.1346740722656,518.230224609375
1102,1,730.4603576660156,518.8836822509766
1103,1,756.5984497070312,518.9056243896484
1104,1,773.6912231445312,519.2550659179688
1105,1,785.1316833496094,519.5045471191406
1106,1,805.6827087402344,519.0251770019531
1107,1,818.6263732910156,518.093994140625
1108,1,868.45703125,517.8531494140625
1109,1,1050.4685363769531,513.2287292480469
1110,1,1157.6259765625,520.5549926757812
1120,1,464.5851593017578,708.440673828125
1121,1,459.6830291748047,703.9349365234375
1125,1,894.0641174316406,706.4870300292969
1126,1,918.9295349121094,689.7568969726562
1127,1,942.4544982910156,672.2572021484375
1128,1,958.4122619628906,640.6978454589844
1129,1,998.1804809570312,584.9872131347656
1130,1,1029.3602294921875,566.4449768066406
1131,1,1044.1513061523438,557.615966796875
1132,1,1072.4271850585938,550.5525512695312
1133,1,1099.3735961914062,549.8057861328125
1134,1,1133.555419921875,551.8775329589844
1143,1,1165.481689453125,510.4850158691406
1144,1,1146.9249267578125,505.19091796875
1145,1,1087.03857421875,523.7597961425781
1146,1,1080.462890625,533.6063842773438
1147,1,1083.5481567382812,548.2037658691406
1148,1,1098.1373291015625,555.9002075195312
1149,1,1132.7024536132812,569.2770385742188
1150,1,1230.6212768554688,580.9906005859375
1153,1,1257.48779296875,542.2775268554688
1154,1,1248.6698608398438,540.1326293945312
1155,1,1234.4251708984375,540.079345703125
1156,1,1178.357177734375,537.320068359375
1157,1,876.7806701660156,558.2678833007812
1158,1,846.48291015625,560.9703979492188
1159,1,737.5741271972656,567.2337036132812
1160,1,652.155517578125,574.0001220703125
1161,1,661.935546875,585.157470703125
1162,1,797.1268615722656,654.1915588378906
1163,1,816.5359802246094,662.4607543945312
1164,1,954.3663635253906,699.083740234375
1165,1,741.146484375,494.557861328125
1166,1,694.9244079589844,470.3962860107422
1167,1,690.416015625,466.7645568847656
1168,1,691.77294921875,463.6661071777344
1169,1,834.5653381347656,453.9857482910156
1170,1,892.786865234375,454.2201385498047
1171,1,934.2621154785156,456.3542938232422
1172,1,1066.9611206054688,463.93701171875
1173,1,1096.5880126953125,465.885986328125
1175,1,1201.5272216796875,460.9629669189453
1176,1,1222.4171142578125,459.4461364746094
1177,1,1234.541748046875,457.0655975341797
1191,1,1229.7258911132812,189.3795166015625
1192,1,1113.70849609375,151.4073257446289
1193,1,835.2467346191406,99.9592514038086
1194,1,797.0765686035156,104.39127731323242
1196,1,730.8551330566406,128.46324920654297
1197,1,717.1607971191406,139.75659942626953
1197,2,727.337890625,134.396728515625
1199,1,643.82861328125,177.7994384765625
1202,1,601.9525146484375,241.2350616455078
1203,1,587.99658203125,257.8447265625
1204,1,582.6781311035156,266.6488342285156
1205,1,580.452880859375,313.50537109375
1206,1,578.458740234375,357.6326599121094
1207,1,624.8642272949219,416.8652038574219
1208,1,632.84375,422.4287109375
1209,1,641.2527465820312,430.8122100830078
1210,1,786.0726623535156,569.4060668945312
1211,1,836.6380310058594,626.1072692871094
1212,1,859.9921875,652.6184692382812
1213,1,895.099609375,674.9458923339844
1214,1,938.7822265625,706.5240478515625
1281,1,1180.9841918945312,606.07275390625
1282,1,955.14501953125,511.4682312011719
1283,1,906.8328552246094,495.2602844238281
1284,1,826.011474609375,465.2227478027344
1285,1,790.2359313964844,450.96728515625
1286,1,694.7656860351562,424.7931213378906
1287,1,680.5729675292969,420.7516326904297
1288,1,583.3479919433594,422.87060546875
1289,1,572.1199645996094,440.9336700439453
1290,1,569.8984375,458.7593231201172
1291,1,567.0169982910156,473.431396484375
1292,1,634.4326171875,642.4862670898438
1293,1,734.5889587402344,674.135986328125
1294,1,765.2247619628906,669.5619506835938
1295,1,796.9503479003906,661.3971557617188
1296,1,907.8328247070312,611.3474426269531
1297,1,922.9347229003906,600.9397277832031
1298,1,1056.6413879394531,523.1063079833984
1299,1,1120.9549560546875,487.1824188232422
1302,1,1199.2305908203125,373.9994201660156
1303,1,1188.6765747070312,375.823486328125
1304,1,1042.0338745117188,513.5791168212891
1305,1,898.3109741210938,585.594970703125
1306,1,825.3627014160156,600.70654296875
1307,1,505.7973937988281,543.0494689941406
1308,1,498.017578125,537.6692810058594
1309,1,471.1330261230469,525.8779602050781
1310,1,563.9115295410156,580.8809509277344
1311,1,578.3040771484375,577.9318237304688
1312,1,596.7937622070312,577.8279113769531
1313,1,659.1280822753906,565.8809509277344
1314,1,730.4261779785156,547.0612182617188
1315,1,874.3345642089844,495.1487121582031
1316,1,956.084716796875,465.4052734375
1317,1,955.33544921875,467.5339813232422
1318,1,950.7598571777344,470.8077392578125
1319,1,942.953125,473.5556640625
1320,1,940.030517578125,474.9019470214844
1321,1,926.0072326660156,476.9129333496094
1322,1,892.2752075195312,484.9206848144531
1323,1,846.1012268066406,479.1986541748047
1324,1,841.5828247070312,469.7018585205078
1325,1,875.5303649902344,455.765380859375
1326,1,900.25830078125,453.2316589355469
