frame,track_id,cx,cy
70,1,1271.296630859375,665.3201904296875
83,1,1270.4599609375,485.0283203125
83,2,1266.9777221679688,485.3258514404297
96,1,1255.9104614257812,444.564453125
97,1,1174.42041015625,511.91387939453125
98,1,1104.999755859375,540.22900390625
99,1,1076.44970703125,548.227783203125
100,1,998.8958740234375,556.2589416503906
101,1,950.131103515625,554.7548217773438
102,1,915.4724731445312,547.7203063964844
103,1,883.211181640625,540.2010192871094
104,1,792.991943359375,508.71539306640625
105,1,740.1582946777344,507.2713928222656
106,1,731.1373901367188,515.4051361083984
107,1,727.2377014160156,523.6816711425781
108,1,727.5513610839844,575.4366760253906
109,1,740.7276306152344,622.8472290039062
110,1,763.5214233398438,673.22021484375
111,1,783.3641052246094,691.1709289550781
112,1,786.2049255371094,692.6472778320312
113,1,789.74072265625,693.1632690429688
114,1,792.297607421875,694.8045043945312
115,1,797.337890625,694.1698303222656
116,1,805.1705627441406,695.1917724609375
117,1,808.1184997558594,693.0806579589844
118,1,816.4390258789062,690.5046997070312
119,1,822.9251403808594,687.4796447753906
120,1,849.8116760253906,662.7400207519531
121,1,855.25146484375,657.6932373046875
122,1,863.565185546875,643.982421875
123,1,867.9658203125,637.7080993652344
124,1,902.5701599121094,585.5428466796875
125,1,906.7325744628906,576.7125549316406
126,1,911.3307189941406,558.630126953125
127,1,910.6831970214844,541.2415466308594
128,1,910.3111267089844,535.7734680175781
129,1,900.5108337402344,514.6338195800781
130,1,892.4580078125,512.0980377197266
131,1,888.3010864257812,511.1662902832031
132,1,859.1222534179688,507.2321472167969
133,1,295.9699020385742,553.6907653808594
145,1,216.93003845214844,233.084716796875
146,1,618.2327270507812,236.95833587646484
147,1,729.7887573242188,268.8680114746094
148,1,785.2247009277344,286.198486328125
149,1,812.4662170410156,296.5058135986328
150,1,1120.6681518554688,413.4158477783203
151,1,1221.9710693359375,451.5545959472656
152,1,1242.693359375,462.3145751953125
153,1,1260.4544067382812,469.5712432861328
154,1,1274.1876831054688,475.0367889404297
172,1,1250.296875,525.3369445800781
173,1,1153.5440063476562,522.5372467041016
174,1,1121.8104248046875,521.2475891113281
175,1,1069.879638671875,514.2081146240234
176,1,1049.6993408203125,507.7493591308594
176,2,708.6334533691406,625.8719177246094
177,1,1002.2513122558594,465.742919921875
178,1,996.8035583496094,451.156982421875
179,1,988.0494689941406,376.4836730957031
180,1,990.157958984375,348.9104461669922
181,1,990.6463012695312,347.4910583496094
182,1,992.1014099121094,346.1777801513672
183,1,995.8963012695312,343.6241455078125
184,1,994.88427734375,342.7744598388672
185,1,997.2354431152344,341.6824188232422
186,1,1012.1259155273438,321.74586486816406
187,1,1021.9595947265625,317.6025390625
188,1,1009.1229858398438,328.73291015625
189,1,1000.0321350097656,339.81642150878906
190,1,963.2529907226562,377.1298370361328
190,2,1264.9338989257812,662.5400085449219
191,1,944.2207641601562,395.056884765625
192,1,909.2682495117188,423.3979949951172
193,1,396.0216522216797,577.706787109375
194,1,337.26441955566406,582.8128967285156
195,1,281.8066864013672,586.7384338378906
196,1,95.43895721435547,601.1826171875
207,1,408.3472442626953,478.939697265625
208,1,448.4630432128906,472.932373046875
209,1,643.1100769042969,439.9744873046875
210,1,789.47412109375,421.7317199707031
211,1,850.1231384277344,419.165771484375
212,1,1069.8117065429688,441.3709716796875
213,1,1122.40234375,448.7527770996094
214,1,1148.4275512695312,454.1724395751953
215,1,1244.2877807617188,479.767578125
216,1,1273.2741088867188,492.4814453125
227,1,1265.4640502929688,571.0201110839844
228,1,1254.59912109375,567.1526489257812
229,1,1241.3935546875,563.829833984375
230,1,1117.9111328125,528.9961547851562
231,1,1067.7401733398438,509.75738525390625
232,1,1034.2489624023438,496.6546936035156
233,1,944.2945251464844,464.8490753173828
234,1,838.12451171875,444.364501953125
